Year,"Country of Asylum","Country of Origin","Country of Asylum ISO","Country of Origin ISO",Refugees,Asylum-seekers,IDPs,"Other people in need of international protection","Stateless persons","Host community","Others of concern"
2022,"United Kingdom of Great Britain and Northern Ireland",Sudan,GBR,SDN,11807,5369,0,0,0,0,0
2022,Georgia,Sudan,GEO,SDN,6,0,0,0,0,0,0
2022,Germany,Sudan,DEU,SDN,2108,862,0,0,0,0,0
2022,Ghana,Sudan,GHA,SDN,610,115,0,0,0,0,0
2022,Greece,Sudan,GRC,SDN,787,236,0,0,0,0,0
2022,"China, Hong Kong SAR",Sudan,HKG,SDN,5,0,0,0,0,0,0
2022,Croatia,Sudan,HRV,SDN,5,0,0,0,0,0,0
2022,Hungary,Sudan,HUN,SDN,62,0,0,0,0,0,0
2022,Iceland,Sudan,ISL,SDN,10,0,0,0,0,0,0
2022,"Cote d'Ivoire",Sudan,CIV,SDN,9,0,0,0,0,0,0
2022,India,Sudan,IND,SDN,82,169,0,0,0,0,0
2022,Indonesia,Sudan,IDN,SDN,395,108,0,0,0,0,0
2022,Ireland,Sudan,IRL,SDN,220,80,0,0,0,0,0
2022,Iraq,Sudan,IRQ,SDN,98,865,0,0,0,0,14
2022,Israel,Sudan,ISR,SDN,490,4424,0,0,0,0,2026
2022,Italy,Sudan,ITA,SDN,1095,485,0,0,0,0,0
2022,Jordan,Sudan,JOR,SDN,3336,1978,0,0,0,0,0
2022,Japan,Sudan,JPN,SDN,16,0,0,0,0,0,0
2022,Kenya,Sudan,KEN,SDN,5540,4900,0,0,0,0,5
2022,"Rep. of Korea",Sudan,KOR,SDN,39,41,0,0,0,0,0
2022,Kuwait,Sudan,KWT,SDN,0,16,0,0,0,0,0
2022,Liberia,Sudan,LBR,SDN,11,0,0,0,0,0,0
2022,Libya,Sudan,LBY,SDN,1133,18694,0,0,0,0,0
2022,Lebanon,Sudan,LBN,SDN,769,1483,0,0,0,0,20
2022,"Sri Lanka",Sudan,LKA,SDN,9,0,0,0,0,0,0
2022,Luxembourg,Sudan,LUX,SDN,78,25,0,0,0,0,0
2022,Mauritania,Sudan,MRT,SDN,13,37,0,0,0,0,0
2022,"Rep. of Moldova",Sudan,MDA,SDN,9,0,0,0,0,0,0
2022,Mexico,Sudan,MEX,SDN,0,18,0,0,0,0,0
2022,Mali,Sudan,MLI,SDN,0,7,0,0,0,0,0
2022,Malaysia,Sudan,MYS,SDN,178,100,0,0,0,0,0
2022,Morocco,Sudan,MAR,SDN,244,1120,0,0,0,0,0
2022,Mozambique,Sudan,MOZ,SDN,5,31,0,0,0,0,0
2022,Malta,Sudan,MLT,SDN,226,155,0,0,0,0,0
2022,Namibia,Sudan,NAM,SDN,7,0,0,0,0,0,0
2022,"Netherlands (Kingdom of the)",Sudan,NLD,SDN,1083,237,0,0,0,0,0
2022,Niger,Sudan,NER,SDN,960,1970,0,0,0,0,0
2022,Nigeria,Sudan,NGA,SDN,53,11,0,0,0,0,0
2022,Norway,Sudan,NOR,SDN,1331,15,0,0,0,0,0
2022,"New Zealand",Sudan,NZL,SDN,9,0,0,0,0,0,0
2022,Oman,Sudan,OMN,SDN,0,5,0,0,0,0,0
2022,Panama,Sudan,PAN,SDN,5,0,0,0,0,0,0
2022,Philippines,Sudan,PHL,SDN,7,75,0,0,0,0,0
2022,"Papua New Guinea",Sudan,PNG,SDN,10,0,0,0,0,0,0
2022,Poland,Sudan,POL,SDN,0,22,0,0,0,0,0
2022,Portugal,Sudan,PRT,SDN,98,9,0,0,0,0,0
2022,Qatar,Sudan,QAT,SDN,0,15,0,0,0,0,0
2022,Romania,Sudan,ROU,SDN,28,12,0,0,0,0,0
2022,"South Africa",Sudan,ZAF,SDN,72,38,0,0,0,0,0
2022,"Russian Federation",Sudan,RUS,SDN,5,0,0,0,0,0,0
2022,Rwanda,Sudan,RWA,SDN,120,86,0,0,0,0,0
2022,"Saudi Arabia",Sudan,SAU,SDN,0,5,0,0,0,0,0
2022,Somalia,Sudan,SOM,SDN,0,11,0,0,0,0,0
2022,Spain,Sudan,ESP,SDN,849,190,0,0,0,0,0
2022,"Serbia and Kosovo: S/RES/1244 (1999)",Sudan,SRB,SDN,5,0,0,0,0,0,6
2022,"South Sudan",Sudan,SSD,SDN,290740,19,0,0,0,0,0
2022,Sudan,Sudan,SDN,SDN,0,0,3552717,0,0,0,0
2022,Slovenia,Sudan,SVN,SDN,6,0,0,0,0,0,0
2022,Sweden,Sudan,SWE,SDN,1060,56,0,0,0,0,0
2022,Switzerland,Sudan,CHE,SDN,554,24,0,0,0,0,0
2022,"Syrian Arab Rep.",Sudan,SYR,SDN,727,77,0,0,0,0,0
2022,"United Rep. of Tanzania",Sudan,TZA,SDN,0,6,0,0,0,0,0
2022,Thailand,Sudan,THA,SDN,0,5,0,0,0,0,0
2022,Tunisia,Sudan,TUN,SDN,205,292,0,0,0,0,0
2022,"United Arab Emirates",Sudan,ARE,SDN,14,6,0,0,0,0,0
2022,Uganda,Sudan,UGA,SDN,2871,881,0,0,0,0,0
2022,Ukraine,Sudan,UKR,SDN,22,5,0,0,0,0,0
2022,"United States of America",Sudan,USA,SDN,1363,1187,0,0,0,0,0
2022,Yemen,Sudan,YEM,SDN,111,506,0,0,0,0,0
2022,Zambia,Sudan,ZMB,SDN,28,0,0,0,0,0,0
2022,Zimbabwe,Sudan,ZWE,SDN,6,0,0,0,0,0,0
2022,Belgium,Suriname,BEL,SUR,0,20,0,0,0,0,0
2022,Brazil,Suriname,BRA,SUR,0,30,0,0,0,0,0
2022,Canada,Suriname,CAN,SUR,0,10,0,0,0,0,0
2022,France,Suriname,FRA,SUR,14,10,0,0,0,0,0
2022,Mexico,Suriname,MEX,SUR,0,12,0,0,0,0,0
2022,"Netherlands (Kingdom of the)",Suriname,NLD,SUR,9,7,0,0,0,0,0
2022,Suriname,Suriname,SUR,SUR,0,0,0,0,0,0,5
2022,"United States of America",Suriname,USA,SUR,12,58,0,0,0,0,0
2022,Canada,Slovakia,CAN,SVK,361,172,0,0,0,0,0
2022,France,Slovakia,FRA,SVK,130,0,0,0,0,0,0
2022,"United Kingdom of Great Britain and Northern Ireland",Slovakia,GBR,SVK,0,5,0,0,0,0,0
2022,Germany,Slovakia,DEU,SVK,68,0,0,0,0,0,0
2022,"Netherlands (Kingdom of the)",Slovakia,NLD,SVK,10,0,0,0,0,0,0
2022,"United States of America",Slovakia,USA,SVK,0,36,0,0,0,0,0
2022,Brazil,Slovenia,BRA,SVN,0,13,0,0,0,0,0
2022,Canada,Slovenia,CAN,SVN,0,5,0,0,0,0,0
2022,Germany,Slovenia,DEU,SVN,7,0,0,0,0,0,0
2022,"United States of America",Slovenia,USA,SVN,0,13,0,0,0,0,0
2022,Australia,Eswatini,AUS,SWZ,0,22,0,0,0,0,0
2022,Canada,Eswatini,CAN,SWZ,10,11,0,0,0,0,0
2022,"United Kingdom of Great Britain and Northern Ireland",Eswatini,GBR,SWZ,49,7,0,0,0,0,0
2022,Germany,Eswatini,DEU,SWZ,5,5,0,0,0,0,0
2022,Ireland,Eswatini,IRL,SWZ,22,64,0,0,0,0,0
2022,Portugal,Eswatini,PRT,SWZ,25,0,0,0,0,0,0
2022,"South Africa",Eswatini,ZAF,SWZ,6,0,0,0,0,0,0
2022,Eswatini,Eswatini,SWZ,SWZ,0,0,0,0,0,0,12
2022,Sweden,Eswatini,SWE,SWZ,5,0,0,0,0,0,0
2022,"United States of America",Eswatini,USA,SWZ,5,13,0,0,0,0,0
2022,Australia,Sweden,AUS,SWE,0,10,0,0,0,0,0
2022,Brazil,Sweden,BRA,SWE,0,8,0,0,0,0,0
2022,Canada,Sweden,CAN,SWE,5,19,0,0,0,0,0
2022,"United Kingdom of Great Britain and Northern Ireland",Sweden,GBR,SWE,0,6,0,0,0,0,0
2022,Germany,Sweden,DEU,SWE,13,5,0,0,0,0,0
2022,"Rep. of Moldova",Sweden,MDA,SWE,5,0,0,0,0,0,0
2022,"United States of America",Sweden,USA,SWE,0,34,0,0,0,0,0
2022,Brazil,Switzerland,BRA,CHE,0,5,0,0,0,0,0
2022,"Rep. of Moldova",Switzerland,MDA,CHE,8,0,0,0,0,0,0
2022,"United States of America",Switzerland,USA,CHE,0,22,0,0,0,0,0
2022,Albania,"Syrian Arab Rep.",ALB,SYR,23,0,0,0,0,0,0
2022,Algeria,"Syrian Arab Rep.",DZA,SYR,7803,0,0,0,0,0,0
2022,Angola,"Syrian Arab Rep.",AGO,SYR,0,5,0,0,0,0,0
2022,Egypt,"Syrian Arab Rep.",EGY,SYR,145658,0,0,0,0,0,0
2022,Argentina,"Syrian Arab Rep.",ARG,SYR,450,110,0,0,0,0,452
2022,Armenia,"Syrian Arab Rep.",ARM,SYR,4888,24,0,0,0,0,0
2022,Australia,"Syrian Arab Rep.",AUS,SYR,536,81,0,0,0,0,0
2022,Austria,"Syrian Arab Rep.",AUT,SYR,73923,17244,0,0,0,0,0
2022,Azerbaijan,"Syrian Arab Rep.",AZE,SYR,35,0,0,0,0,0,0
2022,Bahrain,"Syrian Arab Rep.",BHR,SYR,5,0,0,0,0,0,0
2022,Belgium,"Syrian Arab Rep.",BEL,SYR,17808,2495,0,0,0,0,0
2022,Benin,"Syrian Arab Rep.",BEN,SYR,41,11,0,0,0,0,0
2022,"Burkina Faso","Syrian Arab Rep.",BFA,SYR,0,5,0,0,0,0,0
2022,Belarus,"Syrian Arab Rep.",BLR,SYR,49,17,0,0,0,0,0
2022,"Bolivia (Plurinational State of)","Syrian Arab Rep.",BOL,SYR,22,0,0,0,0,0,0
2022,Brazil,"Syrian Arab Rep.",BRA,SYR,3969,3840,0,0,0,0,0
2022,"Bosnia and Herzegovina","Syrian Arab Rep.",BIH,SYR,25,7,0,0,0,0,15
2022,Bulgaria,"Syrian Arab Rep.",BGR,SYR,23726,5695,0,0,0,0,0
2022,Canada,"Syrian Arab Rep.",CAN,SYR,512,500,0,0,0,0,0
2022,Chad,"Syrian Arab Rep.",TCD,SYR,50,27,0,0,0,0,0
2022,China,"Syrian Arab Rep.",CHN,SYR,37,7,0,0,0,0,0
2022,Chile,"Syrian Arab Rep.",CHL,SYR,113,31,0,0,0,0,0
2022,Cameroon,"Syrian Arab Rep.",CMR,SYR,5,10,0,0,0,0,0
2022,Congo,"Syrian Arab Rep.",COG,SYR,9,9,0,0,0,0,0
2022,"Dem. Rep. of the Congo","Syrian Arab Rep.",COD,SYR,12,18,0,0,0,0,0
2022,Colombia,"Syrian Arab Rep.",COL,SYR,13,5,0,0,0,0,0
2022,"Costa Rica","Syrian Arab Rep.",CRI,SYR,6,34,0,0,0,0,0
2022,Cuba,"Syrian Arab Rep.",CUB,SYR,27,8,0,0,0,0,0
2022,Cyprus,"Syrian Arab Rep.",CYP,SYR,10902,9504,0,0,0,0,0
2022,Czechia,"Syrian Arab Rep.",CZE,SYR,341,6,0,0,0,0,0
2022,Denmark,"Syrian Arab Rep.",DNK,SYR,19153,306,0,0,0,0,0
2022,Djibouti,"Syrian Arab Rep.",DJI,SYR,10,0,0,0,0,0,0
2022,"Dominican Rep.","Syrian Arab Rep.",DOM,SYR,5,0,0,0,0,0,0
2022,Ecuador,"Syrian Arab Rep.",ECU,SYR,153,5,0,0,0,0,0
2022,Estonia,"Syrian Arab Rep.",EST,SYR,107,0,0,0,0,0,0
2022,Ethiopia,"Syrian Arab Rep.",ETH,SYR,69,599,0,0,0,0,0
2022,Finland,"Syrian Arab Rep.",FIN,SYR,2594,154,0,0,0,0,0
2022,France,"Syrian Arab Rep.",FRA,SYR,40339,992,0,0,0,0,0
2022,"United Kingdom of Great Britain and Northern Ireland","Syrian Arab Rep.",GBR,SYR,12682,7372,0,0,0,0,0
2022,Georgia,"Syrian Arab Rep.",GEO,SYR,448,20,0,0,0,0,0
2022,Germany,"Syrian Arab Rep.",DEU,SYR,522575,54218,0,0,0,0,0
2022,Ghana,"Syrian Arab Rep.",GHA,SYR,243,78,0,0,0,0,0
2022,Greece,"Syrian Arab Rep.",GRC,SYR,42827,2520,0,0,0,0,0
2022,Guinea,"Syrian Arab Rep.",GIN,SYR,14,0,0,0,0,0,0
2022,Croatia,"Syrian Arab Rep.",HRV,SYR,550,44,0,0,0,0,0
2022,Hungary,"Syrian Arab Rep.",HUN,SYR,819,0,0,0,0,0,0
2022,Iceland,"Syrian Arab Rep.",ISL,SYR,256,9,0,0,0,0,0
2022,"Cote d'Ivoire","Syrian Arab Rep.",CIV,SYR,148,9,0,0,0,0,0
2022,India,"Syrian Arab Rep.",IND,SYR,71,74,0,0,0,0,0
2022,Indonesia,"Syrian Arab Rep.",IDN,SYR,19,25,0,0,0,0,0
2022,Ireland,"Syrian Arab Rep.",IRL,SYR,2520,87,0,0,0,0,0
2022,Iraq,"Syrian Arab Rep.",IRQ,SYR,257439,0,0,0,0,0,0
2022,Italy,"Syrian Arab Rep.",ITA,SYR,3578,911,0,0,0,0,0
2022,Jordan,"Syrian Arab Rep.",JOR,SYR,660892,0,0,0,0,0,0
2022,Japan,"Syrian Arab Rep.",JPN,SYR,309,0,0,0,0,0,0
2022,Kazakhstan,"Syrian Arab Rep.",KAZ,SYR,13,5,0,0,0,0,0
2022,Kenya,"Syrian Arab Rep.",KEN,SYR,5,5,0,0,0,0,0
2022,Kyrgyzstan,"Syrian Arab Rep.",KGZ,SYR,61,11,0,0,0,0,0
2022,"Rep. of Korea","Syrian Arab Rep.",KOR,SYR,1261,59,0,0,0,0,0
2022,Kuwait,"Syrian Arab Rep.",KWT,SYR,165,88,0,0,0,0,0
2022,Liberia,"Syrian Arab Rep.",LBR,SYR,40,40,0,0,0,0,0
2022,Libya,"Syrian Arab Rep.",LBY,SYR,424,14038,0,0,0,0,0
2022,Lebanon,"Syrian Arab Rep.",LBN,SYR,814715,0,0,0,0,0,2332
2022,Liechtenstein,"Syrian Arab Rep.",LIE,SYR,34,0,0,0,0,0,0
2022,Lithuania,"Syrian Arab Rep.",LTU,SYR,488,5,0,0,0,0,0
2022,Luxembourg,"Syrian Arab Rep.",LUX,SYR,2912,940,0,0,0,0,0
2022,Latvia,"Syrian Arab Rep.",LVA,SYR,318,12,0,0,0,0,0
2022,Madagascar,"Syrian Arab Rep.",MDG,SYR,5,0,0,0,0,0,0
2022,Mauritania,"Syrian Arab Rep.",MRT,SYR,378,200,0,0,0,0,0
2022,"North Macedonia","Syrian Arab Rep.",MKD,SYR,0,6,0,0,0,0,5
2022,Monaco,"Syrian Arab Rep.",MCO,SYR,5,0,0,0,0,0,0
2022,"Rep. of Moldova","Syrian Arab Rep.",MDA,SYR,203,30,0,0,0,0,0
2022,Mexico,"Syrian Arab Rep.",MEX,SYR,38,42,0,0,0,0,0
2022,Mali,"Syrian Arab Rep.",MLI,SYR,24,452,0,0,0,0,0
2022,Malaysia,"Syrian Arab Rep.",MYS,SYR,409,2399,0,0,0,0,0
2022,Montenegro,"Syrian Arab Rep.",MNE,SYR,0,0,0,0,0,0,5
2022,Morocco,"Syrian Arab Rep.",MAR,SYR,5511,5,0,0,0,0,0
2022,Mozambique,"Syrian Arab Rep.",MOZ,SYR,0,6,0,0,0,0,0
2022,Malta,"Syrian Arab Rep.",MLT,SYR,1988,361,0,0,0,0,0
2022,"Netherlands (Kingdom of the)","Syrian Arab Rep.",NLD,SYR,56580,11977,0,0,0,0,0
2022,Niger,"Syrian Arab Rep.",NER,SYR,5,10,0,0,0,0,0
2022,Nigeria,"Syrian Arab Rep.",NGA,SYR,515,734,0,0,0,0,0
2022,Norway,"Syrian Arab Rep.",NOR,SYR,15964,1289,0,0,0,0,0
2022,"New Zealand","Syrian Arab Rep.",NZL,SYR,60,0,0,0,0,0,0
2022,Oman,"Syrian Arab Rep.",OMN,SYR,8,6,0,0,0,0,0
2022,Pakistan,"Syrian Arab Rep.",PAK,SYR,50,23,0,0,0,0,0
2022,Panama,"Syrian Arab Rep.",PAN,SYR,5,0,0,0,0,0,0
2022,Paraguay,"Syrian Arab Rep.",PRY,SYR,79,17,0,0,0,0,0
2022,Peru,"Syrian Arab Rep.",PER,SYR,47,15,0,0,0,0,0
2022,Philippines,"Syrian Arab Rep.",PHL,SYR,141,61,0,0,0,0,0
2022,Poland,"Syrian Arab Rep.",POL,SYR,280,28,0,0,0,0,0
2022,Portugal,"Syrian Arab Rep.",PRT,SYR,918,15,0,0,0,0,0
2022,Qatar,"Syrian Arab Rep.",QAT,SYR,30,0,0,0,0,0,0
2022,Romania,"Syrian Arab Rep.",ROU,SYR,2332,284,0,0,0,0,0
2022,"South Africa","Syrian Arab Rep.",ZAF,SYR,36,7,0,0,0,0,0
2022,"Russian Federation","Syrian Arab Rep.",RUS,SYR,194,58,0,0,0,0,0
2022,Rwanda,"Syrian Arab Rep.",RWA,SYR,5,0,0,0,0,0,0
2022,"Saudi Arabia","Syrian Arab Rep.",SAU,SYR,293,3653,0,0,0,0,0
2022,Somalia,"Syrian Arab Rep.",SOM,SYR,1121,111,0,0,0,0,0
2022,Spain,"Syrian Arab Rep.",ESP,SYR,16670,640,0,0,0,0,0
2022,"Serbia and Kosovo: S/RES/1244 (1999)","Syrian Arab Rep.",SRB,SYR,47,0,0,0,0,0,704
2022,Sudan,"Syrian Arab Rep.",SDN,SYR,93478,0,0,0,0,0,0
2022,Slovakia,"Syrian Arab Rep.",SVK,SYR,55,5,0,0,0,0,0
2022,Slovenia,"Syrian Arab Rep.",SVN,SYR,340,0,0,0,0,0,0
2022,Sweden,"Syrian Arab Rep.",SWE,SYR,111199,1233,0,0,0,0,0
2022,Switzerland,"Syrian Arab Rep.",CHE,SYR,20330,464,0,0,0,0,0
2022,"Syrian Arab Rep.","Syrian Arab Rep.",SYR,SYR,0,0,6780994,0,0,15209720,0
2022,"United Rep. of Tanzania","Syrian Arab Rep.",TZA,SYR,10,26,0,0,0,0,0
2022,Thailand,"Syrian Arab Rep.",THA,SYR,208,6,0,0,0,0,0
2022,Togo,"Syrian Arab Rep.",TGO,SYR,19,21,0,0,0,0,0
2022,"Trinidad and Tobago","Syrian Arab Rep.",TTO,SYR,50,43,0,0,0,0,0
2022,Tunisia,"Syrian Arab Rep.",TUN,SYR,2497,0,0,0,0,0,0
2022,Türkiye,"Syrian Arab Rep.",TUR,SYR,3535898,0,0,0,0,0,0
2022,"United Arab Emirates","Syrian Arab Rep.",ARE,SYR,475,6476,0,0,0,0,9
2022,Uganda,"Syrian Arab Rep.",UGA,SYR,28,5,0,0,0,0,0
2022,Ukraine,"Syrian Arab Rep.",UKR,SYR,517,16,0,0,0,0,0
2022,Uruguay,"Syrian Arab Rep.",URY,SYR,66,6,0,0,0,0,0
2022,"United States of America","Syrian Arab Rep.",USA,SYR,8807,3137,0,0,0,0,0
2022,"Venezuela (Bolivarian Republic of)","Syrian Arab Rep.",VEN,SYR,33,0,0,0,0,0,0
2022,Yemen,"Syrian Arab Rep.",YEM,SYR,2520,419,0,0,0,0,0
2022,Zambia,"Syrian Arab Rep.",ZMB,SYR,21,11,0,0,0,0,0
2022,Angola,"United Rep. of Tanzania",AGO,TZA,5,0,0,0,0,0,0
2022,Egypt,"United Rep. of Tanzania",EGY,TZA,5,0,0,0,0,0,0
2022,Australia,"United Rep. of Tanzania",AUS,TZA,10,37,0,0,0,0,0
2022,Austria,"United Rep. of Tanzania",AUT,TZA,5,5,0,0,0,0,0
2022,Burundi,"United Rep. of Tanzania",BDI,TZA,0,0,0,0,0,0,5
2022,Belgium,"United Rep. of Tanzania",BEL,TZA,32,40,0,0,0,0,0
2022,Brazil,"United Rep. of Tanzania",BRA,TZA,9,73,0,0,0,0,0
2022,Canada,"United Rep. of Tanzania",CAN,TZA,184,168,0,0,0,0,0
2022,Finland,"United Rep. of Tanzania",FIN,TZA,8,5,0,0,0,0,0
2022,France,"United Rep. of Tanzania",FRA,TZA,32,20,0,0,0,0,0
2022,"United Kingdom of Great Britain and Northern Ireland","United Rep. of Tanzania",GBR,TZA,119,109,0,0,0,0,0
2022,Germany,"United Rep. of Tanzania",DEU,TZA,65,286,0,0,0,0,0
2022,Greece,"United Rep. of Tanzania",GRC,TZA,13,7,0,0,0,0,0
2022,India,"United Rep. of Tanzania",IND,TZA,0,12,0,0,0,0,0
2022,Indonesia,"United Rep. of Tanzania",IDN,TZA,0,5,0,0,0,0,0
2022,Ireland,"United Rep. of Tanzania",IRL,TZA,5,6,0,0,0,0,0
2022,Israel,"United Rep. of Tanzania",ISR,TZA,0,8,0,0,0,0,0
2022,Italy,"United Rep. of Tanzania",ITA,TZA,0,10,0,0,0,0,0
2022,Kenya,"United Rep. of Tanzania",KEN,TZA,17,121,0,0,0,0,0
2022,"Rep. of Korea","United Rep. of Tanzania",KOR,TZA,0,115,0,0,0,0,0
2022,Luxembourg,"United Rep. of Tanzania",LUX,TZA,0,5,0,0,0,0,0
2022,Malawi,"United Rep. of Tanzania",MWI,TZA,0,5,0,0,0,0,0
2022,Mozambique,"United Rep. of Tanzania",MOZ,TZA,5,0,0,0,0,0,0
2022,Namibia,"United Rep. of Tanzania",NAM,TZA,0,5,0,0,0,0,0
2022,"Netherlands (Kingdom of the)","United Rep. of Tanzania",NLD,TZA,33,10,0,0,0,0,0
2022,Pakistan,"United Rep. of Tanzania",PAK,TZA,0,5,0,0,0,0,0
2022,Poland,"United Rep. of Tanzania",POL,TZA,0,5,0,0,0,0,0
2022,Portugal,"United Rep. of Tanzania",PRT,TZA,15,0,0,0,0,0,0
2022,"South Africa","United Rep. of Tanzania",ZAF,TZA,28,235,0,0,0,0,0
2022,Somalia,"United Rep. of Tanzania",SOM,TZA,0,139,0,0,0,0,0
2022,Eswatini,"United Rep. of Tanzania",SWZ,TZA,0,5,0,0,0,0,0
2022,Sweden,"United Rep. of Tanzania",SWE,TZA,68,38,0,0,0,0,0
2022,Switzerland,"United Rep. of Tanzania",CHE,TZA,14,5,0,0,0,0,0
2022,"United Rep. of Tanzania","United Rep. of Tanzania",TZA,TZA,0,0,0,0,0,0,16
2022,Thailand,"United Rep. of Tanzania",THA,TZA,5,0,0,0,0,0,0
2022,Uganda,"United Rep. of Tanzania",UGA,TZA,22,0,0,0,0,0,0
2022,"United States of America","United Rep. of Tanzania",USA,TZA,91,432,0,0,0,0,0
2022,Yemen,"United Rep. of Tanzania",YEM,TZA,0,0,0,0,0,0,10
2022,Ireland,"Turks and Caicos Islands",IRL,TCA,5,0,0,0,0,0,0
2022,Mali,"Turks and Caicos Islands",MLI,TCA,0,6,0,0,0,0,0
2022,"United States of America","Turks and Caicos Islands",USA,TCA,14,5,0,0,0,0,0
2022,Australia,Thailand,AUS,THA,23,2243,0,0,0,0,0
2022,Austria,Thailand,AUT,THA,0,5,0,0,0,0,0
2022,Brazil,Thailand,BRA,THA,0,41,0,0,0,0,0
2022,Canada,Thailand,CAN,THA,10,18,0,0,0,0,0
2022,Denmark,Thailand,DNK,THA,5,6,0,0,0,0,0
2022,France,Thailand,FRA,THA,18,11,0,0,0,0,0
2022,"United Kingdom of Great Britain and Northern Ireland",Thailand,GBR,THA,33,213,0,0,0,0,0
2022,Georgia,Thailand,GEO,THA,0,5,0,0,0,0,0
2022,Germany,Thailand,DEU,THA,36,23,0,0,0,0,0
2022,Israel,Thailand,ISR,THA,0,5,0,0,0,0,0
2022,Italy,Thailand,ITA,THA,0,8,0,0,0,0,0
2022,"Rep. of Korea",Thailand,KOR,THA,10,83,0,0,0,0,0
2022,Malaysia,Thailand,MYS,THA,25,17,0,0,0,0,0
2022,"Netherlands (Kingdom of the)",Thailand,NLD,THA,9,0,0,0,0,0,0
2022,"New Zealand",Thailand,NZL,THA,6,0,0,0,0,0,0
2022,Philippines,Thailand,PHL,THA,5,0,0,0,0,0,0
2022,"South Africa",Thailand,ZAF,THA,0,10,0,0,0,0,0
2022,Sweden,Thailand,SWE,THA,5,10,0,0,0,0,0
2022,"United States of America",Thailand,USA,THA,25,505,0,0,0,0,0
2022,Australia,Tibetan,AUS,TIB,10,0,0,0,0,0,0
2022,Belgium,Tibetan,BEL,TIB,5,0,0,0,0,0,0
2022,Nepal,Tibetan,NPL,TIB,12540,0,0,0,0,0,5
2022,Afghanistan,Tajikistan,AFG,TJK,0,6,0,0,0,0,0
2022,Egypt,Tajikistan,EGY,TJK,16,5,0,0,0,0,0
2022,Austria,Tajikistan,AUT,TJK,267,51,0,0,0,0,0
2022,Belgium,Tajikistan,BEL,TJK,17,25,0,0,0,0,0
2022,Belarus,Tajikistan,BLR,TJK,10,0,0,0,0,0,0
2022,Canada,Tajikistan,CAN,TJK,15,27,0,0,0,0,0
2022,Cyprus,Tajikistan,CYP,TJK,0,5,0,0,0,0,0
2022,Czechia,Tajikistan,CZE,TJK,5,0,0,0,0,0,0
2022,Denmark,Tajikistan,DNK,TJK,5,0,0,0,0,0,0
2022,Finland,Tajikistan,FIN,TJK,10,5,0,0,0,0,0
2022,France,Tajikistan,FRA,TJK,167,52,0,0,0,0,0
2022,"United Kingdom of Great Britain and Northern Ireland",Tajikistan,GBR,TJK,19,300,0,0,0,0,0
2022,Georgia,Tajikistan,GEO,TJK,5,6,0,0,0,0,0
2022,Germany,Tajikistan,DEU,TJK,1424,1256,0,0,0,0,0
2022,Greece,Tajikistan,GRC,TJK,5,0,0,0,0,0,0
2022,Iceland,Tajikistan,ISL,TJK,5,0,0,0,0,0,0
2022,India,Tajikistan,IND,TJK,0,5,0,0,0,0,0
2022,Israel,Tajikistan,ISR,TJK,0,5,0,0,0,0,0
2022,Italy,Tajikistan,ITA,TJK,5,0,0,0,0,0,0
2022,Jordan,Tajikistan,JOR,TJK,0,15,0,0,0,0,0
2022,Kyrgyzstan,Tajikistan,KGZ,TJK,0,27,0,0,0,0,0
2022,"Rep. of Korea",Tajikistan,KOR,TJK,0,61,0,0,0,0,0
2022,Lithuania,Tajikistan,LTU,TJK,87,23,0,0,0,0,0
2022,Luxembourg,Tajikistan,LUX,TJK,0,5,0,0,0,0,0
2022,Latvia,Tajikistan,LVA,TJK,14,0,0,0,0,0,0
2022,"Rep. of Moldova",Tajikistan,MDA,TJK,37,21,0,0,0,0,0
2022,Mexico,Tajikistan,MEX,TJK,0,13,0,0,0,0,0
2022,"Netherlands (Kingdom of the)",Tajikistan,NLD,TJK,76,50,0,0,0,0,0
2022,Norway,Tajikistan,NOR,TJK,12,5,0,0,0,0,0
2022,Pakistan,Tajikistan,PAK,TJK,7,0,0,0,0,0,0
2022,Poland,Tajikistan,POL,TJK,233,82,0,0,0,0,0
2022,Portugal,Tajikistan,PRT,TJK,5,0,0,0,0,0,0
2022,Romania,Tajikistan,ROU,TJK,6,0,0,0,0,0,0
2022,"Russian Federation",Tajikistan,RUS,TJK,30,19,0,0,0,0,0
2022,Spain,Tajikistan,ESP,TJK,21,0,0,0,0,0,0
2022,Sweden,Tajikistan,SWE,TJK,79,67,0,0,0,0,0
2022,Switzerland,Tajikistan,CHE,TJK,32,9,0,0,0,0,0
2022,"Trinidad and Tobago",Tajikistan,TTO,TJK,0,11,0,0,0,0,0
2022,Ukraine,Tajikistan,UKR,TJK,17,37,0,0,0,0,0
2022,"United States of America",Tajikistan,USA,TJK,320,1453,0,0,0,0,0
2022,Egypt,Turkmenistan,EGY,TKM,5,0,0,0,0,0,0
2022,Austria,Turkmenistan,AUT,TKM,9,0,0,0,0,0,0
2022,Belgium,Turkmenistan,BEL,TKM,11,5,0,0,0,0,0
2022,Brazil,Turkmenistan,BRA,TKM,0,5,0,0,0,0,0
2022,Bulgaria,Turkmenistan,BGR,TKM,36,0,0,0,0,0,0
2022,Canada,Turkmenistan,CAN,TKM,7,0,0,0,0,0,0
2022,Cyprus,Turkmenistan,CYP,TKM,0,12,0,0,0,0,0
2022,Czechia,Turkmenistan,CZE,TKM,7,0,0,0,0,0,0
2022,Denmark,Turkmenistan,DNK,TKM,5,0,0,0,0,0,0
